movie_writer_pivot_id,movie_id,writer_id
221,115,8919
222,567,9158
223,913,113
224,980,3391
225,49,6871
226,182,16
227,362,5555
228,496,7376
229,68,7042
230,755,7987
231,111,9411
232,566,2586
233,941,8310
234,685,2001
235,256,8129
236,365,2039
237,227,2597
238,206,3239
239,284,4651
240,989,9357
241,711,8226
242,123,33
243,910,7710
244,427,6320
245,765,204
246,3,9834
247,556,5958
248,946,1957
249,169,2995
250,429,2501
251,65,1363
252,476,5388
253,491,2306
254,332,1627
255,630,8878
256,450,5010
257,569,4926
258,754,7990
259,687,6770
260,566,7527
261,134,8203
262,626,6415
263,78,3805
264,855,7067
265,317,1986
266,290,3726
267,723,914
268,332,6530
269,117,5723
270,771,7758
271,31,9056
272,285,8395
273,508,3521
274,215,7740
275,357,4186
276,688,4090
277,291,647
278,569,5395
279,221,4267
280,39,9034
281,4,3181
282,206,2599
283,537,7820
284,204,1186
285,583,7455
286,779,6857
287,850,6620
288,864,5381
289,144,4840
290,744,1746
291,579,3024
292,734,6307
293,486,5540
294,279,7875
295,67,8520
296,444,233
297,12,8548
298,819,3299
299,177,4914
300,602,6434
301,524,1797
302,314,2641
303,426,2838
304,657,8008
305,562,8771
306,13,4570
307,75,5695
308,336,1578
309,65,9298
310,268,2808
311,687,7039
312,274,9666
313,32,1064
314,602,3968
315,211,2898
316,804,9298
317,917,4068
318,471,3383
319,758,3749
320,550,776
321,506,3085
322,100,8717
323,742,6906
324,879,6719
325,41,3362
326,459,1867
327,310,7905
328,769,9117
329,832,3820
330,430,6904
331,171,4959
332,552,5702
333,482,6222
334,958,7068
335,127,2920
336,478,2153
337,436,4908
338,468,7369
339,10,1261
340,860,8989
341,121,2624
342,140,5046
343,677,8502
344,528,3964
345,800,3230
346,261,8860
347,991,909
348,455,6728
349,82,6341
350,527,483
351,395,1527
352,393,1974
353,354,2007
354,985,4799
355,170,3814
356,768,2788
357,131,4288
358,461,1021
359,229,3077
360,700,724
361,171,6028
362,176,9704
363,376,7849
364,739,2553
365,996,2728
366,19,8472
367,864,4321
368,162,6022
369,927,419
370,624,8002
371,245,5944
372,170,4883
373,57,3045
374,789,9501
375,665,9837
376,307,1141
377,752,7433
378,549,6403
379,552,1823
380,679,3899
381,778,9075
382,272,4948
383,306,3010
384,644,3819
385,129,509
386,180,2352
387,563,4990
388,824,4683
389,390,2806
390,165,3879
391,201,2956
392,688,2004
393,26,7590
394,865,5889
395,510,9500
396,137,2265
397,625,2589
398,945,6089
399,737,6491
400,637,3318
401,345,1
402,232,1124
403,118,1679
404,789,2256
405,36,336
406,516,5325
407,14,3816
408,370,6646
409,934,1001
410,509,1503
411,456,9710
412,882,179
413,108,8674
414,25,5697
415,409,4328
416,748,481
417,54,1585
418,269,1069
419,499,1392
420,689,1754
421,402,5699
422,395,6285
423,636,3622
424,270,9341
425,340,5962
426,903,1141
427,278,2927
428,855,8390
429,671,9742
430,726,5482
431,747,1009
432,458,201
433,70,6596
434,714,9133
435,301,9546
436,322,6478
437,720,5637
438,293,3063
439,5,8027
440,260,250
441,98,7584
442,916,3941
443,647,4414
444,539,2367
445,779,5659
446,483,3715
447,895,2237
448,722,6413
449,387,8152
450,718,1547
451,986,784
452,190,1091
453,4,6478
454,925,7277
455,657,1926
456,120,3771
457,675,5483
458,29,6980
459,750,258
460,738,7570
461,133,4493
462,918,6016
463,622,7075
464,896,7364
465,412,2618
466,209,7058
467,728,8900
468,293,672
469,87,421
470,71,3237
471,22,6010
472,747,1071
473,744,7005
474,946,4785
475,621,5014
476,117,4190
477,429,7683
478,64,9859
479,432,6519
480,938,2077
481,78,2629
482,157,5599
483,710,4171
484,358,2638
485,419,1276
486,28,3048
487,210,8778
488,686,4878
489,433,8303
490,310,4129
491,301,4541
492,491,6604
493,468,7876
494,961,4091
495,432,384
496,796,9147
497,816,4627
498,858,766
499,845,5962
500,693,8059
501,833,8214
502,696,808
503,233,5250
504,367,4318
505,170,3929
506,521,9730
507,663,4462
508,347,1274
509,300,833
510,547,3953
511,485,9284
512,157,7784
513,8,6578
514,252,8156
515,635,9488
516,865,2192
517,284,3587
518,270,8386
519,581,6183
520,22,8372
521,706,8527
522,484,7474
523,455,553
524,482,1894
525,616,2238
526,181,4200
527,351,5247
528,862,1277
529,896,4870
530,251,9546
531,614,2008
532,962,3850
533,491,1509
534,964,4337
535,316,2806
536,80,5812
537,109,4374
538,210,6679
539,242,5962
540,243,7515
541,396,4533
542,911,4334
543,692,3654
544,366,8261
545,543,8183
546,815,814
547,491,8150
548,163,7926
549,461,1432
550,552,761
551,784,518
552,317,7786
553,629,4882
554,310,1346
555,280,6078
556,514,2042
557,471,1353
558,502,3988
559,91,1444
560,134,9940
561,846,7632
562,898,3732
563,551,871
564,709,831
565,224,4806
566,544,8798
567,548,6531
568,54,9263
569,485,9764
570,359,6110
571,212,2825
572,5,6558
573,862,6328
574,846,3054
575,217,9350
576,434,1272
577,739,631
578,342,301
579,136,7813
580,198,7813
581,101,7113
582,175,4676
583,632,6143
584,794,7124
585,851,8859
586,28,6063
587,511,7944
588,120,8256
589,215,528
590,831,3572
591,129,7466
592,960,58
593,850,604
594,208,5570
595,947,5554
596,717,6327
597,44,1394
598,465,3980
599,285,589
600,752,6181
601,54,8984
602,954,5026
603,855,9231
604,973,5465
605,133,9533
606,697,6889
607,347,1510
608,792,6820
609,148,124
610,630,8522
611,755,9638
612,719,1048
613,403,5271
614,334,251
615,914,9238
616,78,8558
617,493,1291
618,118,3743
619,879,4788
620,340,382
621,424,6275
622,607,2389
623,83,1308
624,892,7778
625,540,5811
626,839,7110
627,604,600
628,410,8815
629,357,8779
630,462,6245
631,1,6124
632,547,3292
633,629,3412
634,217,1301
635,755,6123
636,195,8939
637,575,1973
638,935,7054
639,22,1881
640,951,3956
641,697,6224
642,438,3439
643,402,1944
644,838,3051
645,15,570
646,667,8963
647,529,763
648,130,9743
649,626,2113
650,889,9062
651,442,5452
652,787,4366
653,135,6849
654,812,9770
655,542,821
656,279,7159
657,633,1606
658,742,2030
659,559,2701
660,10,7631
661,251,3198
662,808,2761
663,407,8419
664,356,8766
665,717,8901
666,979,8146
667,637,2191
668,824,4002
669,812,2591
670,434,3325
671,324,3968
672,661,6056
673,485,5990
674,635,5245
675,807,8926
676,143,7485
677,852,512
678,270,7751
679,612,5983
680,253,576
681,893,5695
682,914,6173
683,113,356
684,389,3663
685,409,5827
686,9,7939
687,193,4245
688,986,6012
689,415,3278
690,588,7327
691,718,8582
692,957,7854
693,969,326
694,714,1507
695,864,5442
696,757,2861
697,668,4343
698,274,954
699,298,7502
700,179,1694
701,404,8598
702,736,8836
703,559,6544
704,479,4909
705,409,6129
706,685,8696
707,446,4641
708,12,7540
709,71,1521
710,559,7529
711,751,6381
712,740,9553
713,460,7131
714,777,6936
715,467,8127
716,914,9854
717,172,8884
718,558,9174
719,696,5855
720,7,1045
721,217,4800
722,438,3383
723,265,9110
724,975,1223
725,92,1016
726,968,628
727,807,8010
728,529,2277
729,389,9805
730,589,7462
731,816,6203
732,479,9284
733,54,3114
734,549,4855
735,717,4647
736,231,6753
737,165,9742
738,195,199
739,233,6040
740,617,7843
741,371,7284
742,594,4841
743,348,6947
744,844,3480
745,330,1234
746,210,7168
747,372,9758
748,608,8106
749,353,2167
750,314,3953
751,283,1572
752,801,2774
753,606,5161
754,857,6367
755,879,1331
756,149,3653
757,604,9496
758,617,2514
759,306,6967
760,618,5283
761,42,7180
762,469,6954
763,742,4964
764,310,1358
765,106,1726
766,196,1707
767,177,1284
768,347,6234
769,729,2845
770,622,9592
771,130,679
772,834,8507
773,451,8802
774,305,3395
775,733,6598
776,683,9003
777,823,7423
778,406,471
779,562,7148
780,548,340
781,296,8015
782,882,9470
783,274,4374
784,901,8551
785,29,3328
786,301,513
787,107,5917
788,697,6003
789,466,9315
790,40,5471
791,606,8073
792,520,6417
793,688,3427
794,1000,2398
795,566,9409
796,126,970
797,778,633
798,618,6270
799,45,5403
800,633,3740
801,750,1438
802,688,42
803,372,145
804,792,963
805,1000,5730
806,202,6418
807,90,6608
808,860,7939
809,244,5069
810,774,3614
811,813,3545
812,415,9976
813,646,7950
814,876,4926
815,298,1875
816,102,9961
817,46,5361
818,339,7880
819,162,8072
820,636,1650
821,136,6907
822,542,6474
823,451,9877
824,236,5506
825,217,7776
826,638,5846
827,323,8314
828,837,7269
829,120,6732
830,373,8609
831,204,8014
832,747,9810
833,959,3781
834,920,7501
835,983,9064
836,303,5574
837,244,9013
838,508,6793
839,539,7001
840,820,5590
841,900,4132
842,712,4024
843,730,249
844,938,7697
845,416,2972
846,853,5583
847,973,2063
848,646,8005
849,887,8364
850,676,235
851,908,6445
852,369,7393
853,729,5599
854,478,7091
855,457,7719
856,235,6711
857,17,3450
858,596,1401
859,789,2417
860,426,3885
861,97,7060
862,53,6626
863,933,2249
864,482,2847
865,751,6312
866,824,195
867,925,5119
868,697,644
869,371,9561
870,2,2957
871,622,6415
872,749,3125
873,649,673
874,356,9264
875,429,380
876,714,2855
877,75,1566
878,356,1604
879,603,7905
880,395,6089
881,774,185
882,370,538
883,185,198
884,294,2968
885,852,8193
886,589,8782
887,103,381
888,638,9884
889,164,971
890,498,4744
891,262,1218
892,191,5151
893,186,4926
894,428,7894
895,286,5166
896,712,1178
897,155,4080
898,207,5418
899,933,9532
900,1,2165
901,589,9634
902,731,3642
903,632,2284
904,82,2542
905,617,1432
906,430,7508
907,379,1743
908,171,3945
909,91,9726
910,482,5282
911,376,1603
912,657,4005
913,389,7418
914,415,7685
915,493,7452
916,854,3841
917,42,1589
918,933,2425
919,690,5126
920,782,2568
921,904,1510
922,772,9989
923,521,6289
924,89,8304
925,421,4568
926,720,9860
927,7,565
928,966,3782
929,798,7174
930,480,1233
931,393,7121
932,550,3816
933,337,8179
934,163,5358
935,43,8604
936,421,6892
937,750,8075
938,131,3988
939,870,8646
940,887,7141
941,172,5401
942,525,8097
943,219,6702
944,456,3765
945,255,3681
946,516,7440
947,890,3380
948,552,3725
949,934,1386
950,8,5579
951,733,8499
952,603,5297
953,70,5120
954,991,4903
955,541,7334
956,633,3102
957,502,4555
958,686,6147
959,817,7518
960,761,7682
961,930,5024
962,403,7878
963,510,5122
964,710,9143
965,458,7232
966,50,6963
967,440,3807
968,194,6573
969,8,9615
970,840,3551
971,432,5476
972,476,7279
973,958,5633
974,105,2648
975,603,4845
976,565,1570
977,110,5182
978,470,4842
979,773,7449
980,299,9741
981,81,5434
982,130,8691
983,104,7554
984,838,7990
985,846,6754
986,104,7615
987,975,6551
988,890,6696
989,682,6757
990,465,6981
991,375,7436
992,30,9412
993,629,4483
994,647,1360
995,517,4659
996,307,9464
997,575,9799
998,434,5861
999,885,8250
1000,78,3414
1001,92,6795
1002,160,8353
1003,6,3398
1004,947,4193
1005,816,3360
1006,604,7778
1007,972,1629
1008,29,9046
1009,718,3928
1010,693,4261
1011,213,2911
1012,592,9993
1013,594,3915
1014,282,932
1015,701,9733
1016,819,9073
1017,314,5553
1018,126,122
1019,686,4458
1020,143,380
1021,456,1153
1022,545,3349
1023,313,7524
1024,661,7517
1025,330,1180
1026,903,4376
1027,906,1934
1028,623,5282
1029,364,2134
1030,65,8757
1031,789,7151
1032,602,8652
1033,161,877
1034,544,9441
1035,345,9370
1036,526,1643
1037,626,6235
1038,924,4533
1039,16,2747
1040,283,1767
1041,952,3956
1042,799,3218
1043,618,8058
1044,472,4566
1045,889,6517
1046,927,5466
1047,387,6047
1048,991,7029
1049,771,9568
1050,583,6092
1051,221,8820
1052,205,5706
1053,428,7572
1054,593,8930
1055,519,6725
1056,796,3360
1057,495,5943
1058,681,6027
1059,720,6573
1060,75,6308
1061,236,2142
1062,559,9099
1063,695,4108
1064,662,440
1065,843,4752
1066,468,4824
1067,812,2903
1068,890,749
1069,107,315
1070,648,9913
1071,513,3601
1072,473,917
1073,278,2811
1074,215,7302
1075,538,390
1076,20,5821
1077,445,8091
1078,246,6632
1079,878,5201
1080,359,6946
1081,426,3488
1082,613,8394
1083,551,1092
1084,80,4702
1085,872,5055
1086,859,9626
1087,374,9787
1088,281,9858
1089,173,5748
1090,65,948
1091,995,9075
1092,594,6096
1093,500,8491
1094,177,9988
1095,583,9674
1096,860,349
1097,722,3153
1098,720,1230
1099,590,9131
1100,350,1037
1101,117,8818
1102,486,417
1103,511,5213
1104,889,6955
1105,808,7262
1106,409,10
1107,197,4416
1108,646,8167
1109,623,253
1110,677,7745
1111,188,9358
1112,257,7684
1113,68,7098
1114,843,2894
1115,439,2512
1116,495,5210
1117,599,769
1118,325,4817
1119,820,9121
1120,16,2754
1121,382,5039
1122,206,400
1123,193,1720
1124,736,3246
1125,531,3777
1126,688,5
1127,647,276
1128,919,6055
1129,528,1358
1130,602,2612
1131,729,6149
1132,306,1528
1133,983,4225
1134,364,9034
1135,83,5576
1136,255,5259
1137,267,3011
1138,914,4451
1139,884,6556
1140,80,5473
1141,776,6624
1142,430,8026
1143,503,2240
1144,955,4786
1145,454,6221
1146,639,6898
1147,496,9718
1148,498,5449
1149,552,1191
1150,669,4106
1151,590,415
1152,728,3814
1153,348,51
1154,878,6237
1155,887,5506
1156,142,8018
1157,222,7765
1158,784,7799
1159,236,4037
1160,104,7337
1161,926,5788
1162,631,8447
1163,145,5817
1164,744,902
1165,848,9242
1166,258,5588
1167,604,768
1168,978,5958
1169,510,8516
1170,345,2444
1171,877,9809
1172,771,6636
1173,773,1869
1174,286,9994
1175,755,6632
1176,774,6321
1177,997,9887
1178,304,9365
1179,217,2908
1180,247,2257
1181,191,6276
1182,773,274
1183,783,1577
1184,178,3178
1185,405,4782
1186,486,7463
1187,14,9574
1188,647,9742
1189,727,6808
1190,648,7043
1191,774,1237
1192,927,7745
1193,249,6744
1194,352,3122
1195,445,7243
1196,73,6600
1197,343,7953
1198,518,1521
1199,498,8695
1200,938,4394
1201,118,3384
1202,812,4230
1203,509,1529
1204,572,7449
1205,435,1639
1206,737,2252
1207,624,7596
1208,524,1923
1209,807,7972
1210,205,1655
1211,356,1042
1212,370,5014
1213,972,7427
1214,702,4787
1215,377,880
1216,375,8418
1217,53,1134
1218,891,1822
1219,734,2287
1220,501,5085
1221,841,5445
1222,644,1416
1223,363,998
1224,314,3329
1225,580,9504
1226,717,5886
1227,992,3082
1228,284,5500
1229,509,1119
1230,359,7011
1231,154,3664
1232,134,5928
1233,911,5170
1234,426,4706
1235,839,8565
1236,177,1680
1237,715,3502
1238,27,3392
1239,186,6364
1240,283,2310
1241,261,5635
1242,870,8689
1243,203,8321
1244,232,7404
1245,446,2180
1246,498,2871
1247,589,8608
1248,930,271
1249,83,9764
1250,753,8487
1251,629,5146
1252,372,3723
1253,126,9752
1254,227,4727
1255,56,5745
1256,370,5920
1257,728,8149
1258,783,4205
1259,64,6781
1260,383,4674
1261,852,6519
1262,661,9672
1263,424,7610
1264,548,9284
1265,102,9409
1266,439,1945
1267,590,9097
1268,496,7283
1269,840,9276
1270,35,4485
1271,804,7540
1272,71,4329
1273,666,2375
1274,951,7221
1275,413,9191
1276,49,7508
1277,721,1934
1278,876,6309
1279,645,4753
1280,13,3619
1281,72,226
1282,53,4423
1283,299,8162
1284,752,148
1285,512,8563
1286,812,126
1287,244,5049
1288,627,8503
1289,218,7847
1290,801,51
1291,391,5870
1292,709,3799
1293,714,2269
1294,741,8620
1295,191,9683
1296,71,5450
1297,527,8268
1298,515,5062
1299,417,868
1300,571,9415
1301,426,7602
1302,382,3879
1303,464,6396
1304,384,9397
1305,393,7069
1306,763,7386
1307,209,5056
1308,504,9392
1309,1000,3385
1310,775,2917
1311,467,4352
1312,519,850
1313,279,8464
1314,836,7421
1315,495,848
1316,123,9670
1317,718,8077
1318,490,2330
1319,500,8133
1320,300,3504
1321,287,6192
1322,600,2536
1323,93,709
1324,195,5289
1325,340,2009
1326,839,6917
1327,772,2510
1328,509,2724
1329,358,7244
1330,417,4164
1331,39,9248
1332,562,2210
1333,140,7776
1334,30,139
1335,90,1254
1336,123,3315
1337,760,2213
1338,289,1315
1339,352,7734
1340,692,9563
1341,460,5320
1342,705,724
1343,410,1164
1344,306,3475
1345,376,2054
1346,784,1766
1347,702,9510
1348,215,6611
1349,179,4785
1350,699,1925
1351,848,1843
1352,188,7009
1353,477,7300
1354,306,1073
1355,173,5525
1356,153,2743
1357,114,2379
1358,421,5107
1359,723,4053
1360,216,1264
1361,938,1101
1362,705,6279
1363,731,3476
1364,632,6212
1365,277,6147
1366,100,5269
1367,929,936
1368,700,3524
1369,927,7458
1370,602,4260
1371,45,6265
1372,834,6613
1373,780,5140
1374,778,1253
1375,500,1662
1376,916,6821
1377,515,3836
1378,717,3384
1379,816,8203
1380,83,276
1381,63,7442
1382,315,5574
1383,299,6802
1384,109,8777
1385,22,3718
1386,529,8210
1387,943,6546
1388,234,1686
1389,153,896
1390,342,6625
1391,646,7384
1392,583,1729
1393,292,451
1394,583,8753
1395,927,7152
1396,801,982
1397,649,12
1398,156,7709
1399,910,512
1400,978,6977
1401,851,2623
1402,101,8532
1403,376,2679
1404,139,119
1405,353,1224
1406,701,8090
1407,939,7005
1408,380,872
1409,576,4001
1410,244,6853
1411,272,5800
1412,760,2626
1413,85,7537
1414,581,5922
1415,767,9532
1416,299,3166
1417,717,8482
1418,219,5565
1419,845,8858
1420,97,2979
1421,325,5000
1422,942,1297
1423,527,2288
1424,397,5943
1425,127,6592
1426,68,1895
1427,290,4292
1428,432,8828
1429,808,1425
1430,338,3200
1431,181,270
1432,388,2958
1433,575,7219
1434,390,6480
1435,467,2056
1436,154,9876
1437,24,915
1438,69,6106
1439,103,1898
1440,369,1801
1441,920,8924
1442,649,4732
1443,40,1245
1444,644,8016
1445,168,6768
1446,614,5281
1447,153,5331
1448,353,4351
1449,481,1744
1450,993,5818
1451,754,3595
1452,586,7394
1453,534,9720
1454,591,851
1455,337,4942
1456,150,7225
1457,249,2886
1458,894,6181
1459,650,6399
1460,250,4137
1461,101,6404
1462,139,5452
1463,893,8997
1464,299,4711
1465,979,1790
1466,62,9933
1467,566,647
1468,640,3555
1469,358,6812
1470,344,6867
1471,552,9989
1472,203,5519
1473,558,503
1474,756,5075
1475,325,9275
1476,439,4125
1477,131,9549
1478,361,9048
1479,763,4607
1480,266,3199
1481,202,6408
1482,54,7017
1483,771,5347
1484,31,1337
1485,55,9439
1486,988,9071
1487,495,119
1488,375,4212
1489,50,3571
1490,268,2146
1491,148,6561
1492,488,6913
1493,37,6610
1494,454,6256
1495,743,7380
1496,251,2125
1497,836,120
1498,460,6693
1499,470,7148
1500,416,9283
1501,269,3994
1502,310,4755
1503,451,7287
1504,370,7329
1505,539,8446
1506,199,3909
1507,163,2364
1508,729,2387
1509,639,2743
1510,31,3560
1511,622,6781
1512,334,5017
1513,761,7230
1514,135,9754
1515,372,2241
1516,632,2736
1517,382,1316
1518,726,4079
1519,323,8818
1520,85,2711
1521,863,9800
1522,701,6914
1523,601,886
1524,588,2801
1525,954,2085
1526,678,576
1527,26,8027
1528,279,5483
1529,715,7669
1530,680,3567
1531,937,9471
1532,569,7237
1533,939,9367
1534,929,6672
1535,929,3500
1536,788,3586
1537,913,6268
1538,340,4359
1539,429,8659
1540,438,1034
1541,477,9784
1542,357,2085
1543,372,4757
1544,722,3223
1545,620,6775
1546,883,5777
1547,668,9818
1548,833,2915
1549,181,8470
1550,888,2401
1551,419,1919
1552,234,5728
1553,597,3702
1554,656,4360
1555,51,3594
1556,98,8441
1557,586,8573
1558,692,6415
1559,734,404
1560,439,4743
1561,256,6661
1562,902,7922
1563,740,1935
1564,211,1938
1565,287,6040
1566,849,4969
1567,460,9081
1568,330,7975
1569,511,835
1570,877,4330
1571,857,6297
1572,945,4343
1573,241,5182
1574,176,3444
1575,777,1776
1576,740,9156
1577,410,975
1578,284,4308
1579,402,4978
1580,652,6860
1581,457,9259
1582,98,2960
1583,144,1458
1584,75,8292
1585,432,3964
1586,357,409
1587,807,9601
1588,528,3040
1589,608,5402
1590,792,1114
1591,960,4214
1592,518,9973
1593,368,8530
1594,474,9276
1595,435,8843
1596,388,240
1597,918,4527
1598,228,5727
1599,551,4881
1600,553,734
1601,445,1780
1602,327,9804
1603,469,1959
1604,652,7271
1605,246,616
1606,782,9767
1607,463,9688
1608,997,9464
1609,357,5111
1610,789,9786
1611,338,5235
1612,164,5496
1613,452,7747
1614,610,3657
1615,902,5075
1616,851,8146
1617,589,1498
1618,751,7398
1619,825,4180
1620,45,8150
1621,543,4034
1622,687,1505
1623,181,7114
1624,560,3136
1625,623,9129
1626,211,5070
1627,239,3521
1628,545,1081
1629,840,1963
1630,372,5457
1631,267,4370
1632,716,8913
1633,947,6619
1634,140,311
1635,706,3760
1636,145,1883
1637,41,7604
1638,625,2523
1639,698,2734
1640,319,9828
1641,459,8977
1642,390,8234
1643,43,5529
1644,768,1443
1645,371,8372
1646,413,7345
1647,94,4854
1648,947,362
1649,260,256
1650,930,6185
1651,120,5732
1652,908,352
1653,187,1196
1654,972,6387
1655,485,4201
1656,186,145
1657,846,7114
1658,990,8536
1659,204,4638
1660,251,4610
1661,929,4988
1662,45,3754
1663,518,754
1664,719,548
1665,994,3835
1666,403,6179
1667,314,8369
1668,441,2659
1669,12,896
1670,675,2228
1671,244,5126
1672,194,6521
1673,365,8792
1674,118,7511
1675,845,8595
1676,477,4222
1677,430,7804
1678,511,9762
1679,216,764
1680,801,4811
1681,446,2725
1682,604,4638
1683,264,9682
1684,254,1946
1685,919,1354
1686,641,1312
1687,374,8245
1688,369,4590
1689,893,699
1690,243,9422
1691,885,3033
1692,112,5163
1693,655,2211
1694,254,7098
1695,318,9210
1696,28,1966
1697,452,7740
1698,299,5345
1699,715,2455
1700,899,3917
1701,869,4380
1702,589,7379
1703,700,1812
1704,499,3804
1705,406,3743
1706,676,5529
1707,904,678
1708,360,5184
1709,140,3159
1710,818,4728
1711,381,1501
1712,310,9184
1713,650,1105
1714,993,7052
1715,926,9457
1716,666,1048
1717,89,3226
1718,864,9385
1719,28,8126
1720,232,4033
1721,195,3205
1722,507,5315
1723,315,7157
1724,825,4232
1725,754,5381
1726,491,7428
1727,572,7647
1728,461,3981
1729,388,2855
1730,401,1571
1731,731,2918
1732,960,8576
1733,737,5471
1734,649,251
1735,728,7420
1736,886,1625
1737,479,806
1738,88,2317
1739,922,5737
1740,396,8839
1741,609,8022
1742,72,7160
1743,835,3060
1744,912,4368
1745,237,7326
1746,805,8395
1747,166,5876
1748,214,801
1749,63,5593
1750,564,7881
1751,691,6979
1752,837,2856
1753,195,8768
1754,571,1720
1755,595,3625
1756,446,5805
1757,803,4196
1758,641,8635
1759,691,527
1760,598,4486
1761,669,4838
1762,881,1016
1763,347,3069
1764,928,4135
1765,382,1914
1766,28,4166
1767,291,2019
1768,123,5524
1769,469,3273
1770,309,2430
1771,480,3080
1772,932,945
1773,102,4998
1774,310,6106
1775,591,6523
1776,448,6296
1777,338,4393
1778,830,9853
1779,286,8086
1780,767,159
1781,417,8554
1782,550,5420
1783,790,9070
1784,308,1175
1785,992,2623
1786,773,2344
1787,375,2415
1788,735,2800
1789,369,2049
1790,942,8534
1791,636,7834
1792,991,4171
1793,43,1883
1794,95,6728
1795,516,1331
1796,119,917
1797,662,2474
1798,731,83
1799,264,9381
1800,530,2498
1801,549,8555
1802,12,1232
1803,857,4780
1804,640,8989
1805,134,2295
1806,119,2715
1807,426,1192
1808,776,2770
1809,940,8859
